Gene stable ID,Gene name,NCBI gene ID,UniProtKB/Swiss-Prot ID,RefSeq peptide ID
ENSMUSG00000022838,Eaf2,106389,Q91ZD6,NP_001106876
ENSMUSG00000001520,Nrip2,60345,Q9JHR9,NP_068363
ENSMUSG00000037971,1110032A03Rik,68721,Q9D131,NP_001298002
ENSMUSG00000021374,Nup153,218210,,
ENSMUSG00000089840,Gm4491,,,
ENSMUSG00000021374,Nup153,218210,,
ENSMUSG00000092077,Olfr101,258831,,
ENSMUSG00000001520,Nrip2,60345,Q9JHR9,NP_001156330
ENSMUSG00000092077,Olfr101,258831,,
ENSMUSG00000021374,Nup153,218210,,
ENSMUSG00000037971,1110032A03Rik,68721,,NP_001348036
ENSMUSG00000069717,Gm11568,432600,,NP_001191959
ENSMUSG00000037461,Ints7,77065,,
ENSMUSG00000092077,Olfr101,258831,,NP_667045
ENSMUSG00000001520,Nrip2,60345,,
ENSMUSG00000019802,Sec63,140740,Q8VHE0,NP_001346214
ENSMUSG00000019802,Sec63,140740,Q8VHE0,NP_001346212
ENSMUSG00000019802,Sec63,140740,Q8VHE0,NP_001346215
ENSMUSG00000019802,Sec63,140740,Q8VHE0,NP_001346213
ENSMUSG00000019802,Sec63,140740,Q8VHE0,NP_694695
ENSMUSG00000037461,Ints7,77065,,
ENSMUSG00000091531,Olfr102,258218,,
ENSMUSG00000074748,Atxn7l3b,382423,Q3UD01,NP_001028646
ENSMUSG00000037461,Ints7,77065,,
ENSMUSG00000096464,Ighv2-2,,,
ENSMUSG00000100016,Olfr1215,258451,,
ENSMUSG00000100016,Olfr1215,258451,,
ENSMUSG00000038691,Mbd3l1,73503,Q9D9H3,NP_001344348
ENSMUSG00000038691,Mbd3l1,73503,Q9D9H3,NP_001344347
ENSMUSG00000100016,Olfr1215,258451,,NP_666670
ENSMUSG00000091531,Olfr102,258218,,NP_001011721
ENSMUSG00000002617,Zfp40,22700,,NP_001344626
ENSMUSG00000002617,Zfp40,22700,,NP_033581
ENSMUSG00000026917,Wdr5,140858,P61965,NP_543124
ENSMUSG00000075107,Olfr1216,258895,,
ENSMUSG00000075068,Olfr140,57272,Q60878,
ENSMUSG00000075107,Olfr1216,258895,,
ENSMUSG00000038691,Mbd3l1,73503,Q9D9H3,NP_001344348
ENSMUSG00000038691,Mbd3l1,73503,Q9D9H3,NP_082833
ENSMUSG00000075068,Olfr140,57272,Q60878,
ENSMUSG00000026917,Wdr5,140858,,
ENSMUSG00000075107,Olfr1216,258895,,NP_667104
ENSMUSG00000026399,Cd55,13136,Q61475,NP_034146
ENSMUSG00000032564,Cpne4,74020,,
ENSMUSG00000075068,Olfr140,57272,Q60878,NP_065261
ENSMUSG00000038691,Mbd3l1,73503,Q9D9H3,NP_001344348
ENSMUSG00000002617,Zfp40,22700,,
ENSMUSG00000032564,Cpne4,74020,,
ENSMUSG00000002617,Zfp40,22700,,
ENSMUSG00000026399,Cd55,13136,,
ENSMUSG00000002617,Zfp40,22700,,
ENSMUSG00000024440,Pcdh12,53601,O55134,NP_059074
ENSMUSG00000094910,D430019H16Rik,268595,,NP_001239437
ENSMUSG00000031099,Smarca1,93761,Q6PGB8,NP_444353
ENSMUSG00000031099,Smarca1,93761,Q6PGB8,NP_001345547
ENSMUSG00000031099,Smarca1,93761,Q6PGB8,NP_001277637
ENSMUSG00000024440,Pcdh12,53601,,
ENSMUSG00000031099,Smarca1,93761,Q6PGB8,NP_001345548
ENSMUSG00000020689,Itgb3,16416,O54890,NP_058060
ENSMUSG00000038630,Zkscan16,100041581,,NP_001342337
ENSMUSG00000038630,Zkscan16,100041581,,NP_001092793
ENSMUSG00000023175,Bsg,12215,P18572,NP_001070652
ENSMUSG00000031099,Smarca1,93761,,
ENSMUSG00000031099,Smarca1,93761,,
ENSMUSG00000031099,Smarca1,93761,,
ENSMUSG00000024539,Ptpn2,19255,,
ENSMUSG00000109564,Muc16,73732,,
ENSMUSG00000023175,Bsg,12215,P18572,NP_033898
ENSMUSG00000062797,Hikeshi,67669,Q9DD02,NP_001278215
ENSMUSG00000062797,Hikeshi,67669,Q9DD02,NP_080580
ENSMUSG00000109564,Muc16,73732,,
ENSMUSG00000109564,Muc16,73732,,
ENSMUSG00000109564,Muc16,73732,,
ENSMUSG00000062797,Hikeshi,67669,,
ENSMUSG00000023175,Bsg,12215,,
ENSMUSG00000023175,Bsg,12215,,
ENSMUSG00000023830,Igf2r,16004,Q07113,NP_034645
ENSMUSG00000062797,Hikeshi,67669,,
ENSMUSG00000016552,Foxred2,239554,Q3USW5,NP_001017983
ENSMUSG00000021481,Zfp346,26919,,
ENSMUSG00000062797,Hikeshi,67669,Q9DD02,NP_001278216
ENSMUSG00000062797,Hikeshi,67669,,
ENSMUSG00000062797,Hikeshi,67669,,
ENSMUSG00000067998,Bpifb9a,71425,Q80XI7,NP_780376
ENSMUSG00000016552,Foxred2,239554,Q3USW5,NP_001161732
ENSMUSG00000062797,Hikeshi,67669,,NP_001278218
ENSMUSG00000062797,Hikeshi,67669,,NP_001278217
ENSMUSG00000024539,Ptpn2,19255,Q06180,NP_033003
ENSMUSG00000006784,Ttc25,74407,Q9D4B2,NP_083194
ENSMUSG00000095612,Ighv5-4,,,
ENSMUSG00000108728,OR5BS1P,,,
ENSMUSG00000110195,Pde2a,207728,Q922S4,NP_001137320
ENSMUSG00000022837,Iqcb1,320299,Q8BP00,
ENSMUSG00000033128,Gga1,106039,Q8R0H9,NP_666041
ENSMUSG00000063779,Chil4,104183,Q91Z98,NP_660108
ENSMUSG00000034813,Grip1,74053,Q925T6,NP_597699
ENSMUSG00000024539,Ptpn2,19255,Q06180,NP_001120649
ENSMUSG00000021481,Zfp346,26919,Q9R0B7,NP_036147
ENSMUSG00000006784,Ttc25,74407,,NP_001350103
ENSMUSG00000022837,Iqcb1,320299,Q8BP00,NP_796102
ENSMUSG00000030678,Maz,17188,,
ENSMUSG00000029681,Bcl7b,12054,Q921K9,NP_033875
ENSMUSG00000021481,Zfp346,26919,,
ENSMUSG00000110195,Pde2a,207728,,
ENSMUSG00000040055,Gjb6,14623,P70689,NP_001010937
ENSMUSG00000040055,Gjb6,14623,P70689,NP_001258592
ENSMUSG00000030678,Maz,17188,,NP_034902
ENSMUSG00000040055,Gjb6,14623,,
ENSMUSG00000059336,Slc14a1,108052,Q8VHL0,NP_082398
ENSMUSG00000029681,Bcl7b,12054,Q921K9,
ENSMUSG00000029681,Bcl7b,12054,,
ENSMUSG00000021786,Oxsm,71147,Q9D404,NP_001346811
ENSMUSG00000021786,Oxsm,71147,Q9D404,NP_081971
ENSMUSG00000021481,Zfp346,26919,,
ENSMUSG00000033128,Gga1,106039,,
ENSMUSG00000029681,Bcl7b,12054,,
ENSMUSG00000021481,Zfp346,26919,,
ENSMUSG00000030678,Maz,17188,,
ENSMUSG00000070047,Fat1,14107,,
ENSMUSG00000021481,Zfp346,26919,,
ENSMUSG00000030678,Maz,17188,,
ENSMUSG00000021481,Zfp346,26919,,
ENSMUSG00000021786,Oxsm,71147,Q9D404,NP_001346812
ENSMUSG00000049618,Olfr103,258830,,
ENSMUSG00000027679,Dnajc19,67713,,NP_001021382
ENSMUSG00000027679,Dnajc19,100503724,,NP_001021382
ENSMUSG00000030678,Maz,17188,,
ENSMUSG00000021481,Zfp346,26919,,
ENSMUSG00000049618,Olfr103,258830,,NP_667044
ENSMUSG00000021481,Zfp346,26919,,
ENSMUSG00000021786,Oxsm,71147,Q9D404,
ENSMUSG00000070047,Fat1,14107,,
ENSMUSG00000070047,Fat1,14107,,
ENSMUSG00000025270,Alas2,11656,P08680,NP_033783
ENSMUSG00000095858,Olfr104-ps,,,
ENSMUSG00000027679,Dnajc19,67713,Q9CQV7,NP_080608
ENSMUSG00000027679,Dnajc19,100503724,Q9CQV7,NP_080608
ENSMUSG00000095858,Olfr104-ps,,,
ENSMUSG00000036834,Plch1,269437,,
ENSMUSG00000070047,Fat1,14107,,
ENSMUSG00000047388,Atmin,234776,Q6P9S1,NP_808368
ENSMUSG00000094884,Olfr105-ps,,,
ENSMUSG00000021278,Amn,93835,Q99JB7,NP_291081
ENSMUSG00000034813,Grip1,74053,,NP_001264221
ENSMUSG00000070047,Fat1,14107,,NP_001074755
ENSMUSG00000027679,Dnajc19,67713,,NP_001273902
ENSMUSG00000027679,Dnajc19,100503724,,NP_001273902
ENSMUSG00000095603,Olfr106-ps,,,
ENSMUSG00000021193,Pitrm1,69617,Q8K411,
ENSMUSG00000037798,Mat1a,11720,Q91X83,NP_598414
ENSMUSG00000073125,Xlr3b,574437,Q6P205,NP_001075112
ENSMUSG00000032564,Cpne4,74020,Q8BLR2,NP_082995
ENSMUSG00000037798,Mat1a,11720,,
ENSMUSG00000059336,Slc14a1,108052,Q8VHL0,NP_001164481
ENSMUSG00000025270,Alas2,11656,,NP_001095916
ENSMUSG00000037798,Mat1a,11720,Q91X83,
ENSMUSG00000027679,Dnajc19,67713,Q9CQV7,NP_001273901
ENSMUSG00000027679,Dnajc19,100503724,Q9CQV7,NP_001273901
ENSMUSG00000032564,Cpne4,74020,,
ENSMUSG00000096329,Trav13d-4,,,
ENSMUSG00000032564,Cpne4,74020,,
ENSMUSG00000096329,Trav13d-4,,,
ENSMUSG00000032564,Cpne4,74020,,
ENSMUSG00000063188,Olfr107,258504,,
ENSMUSG00000099820,Olfr1036,258245,,NP_997025
ENSMUSG00000059336,Slc14a1,108052,Q8VHL0,NP_001164482
ENSMUSG00000063188,Olfr107,258504,,
ENSMUSG00000063188,Olfr107,258504,,
ENSMUSG00000078317,F8a,14070,,NP_032004
ENSMUSG00000063188,Olfr107,258504,,
ENSMUSG00000034813,Grip1,74053,,NP_001264222
ENSMUSG00000075205,Olfr1037,259151,,
ENSMUSG00000031847,1700030J22Rik,69528,Q8BHB7,NP_001344182
ENSMUSG00000031847,1700030J22Rik,69528,Q8BHB7,NP_001344183
ENSMUSG00000031847,1700030J22Rik,69528,Q8BHB7,NP_001344184
ENSMUSG00000031847,1700030J22Rik,69528,Q8BHB7,NP_081379
ENSMUSG00000034813,Grip1,74053,,
ENSMUSG00000063188,Olfr107,258504,,NP_666722
ENSMUSG00000075205,Olfr1037,259151,,
ENSMUSG00000034813,Grip1,74053,,NP_001264223
ENSMUSG00000075205,Olfr1037,259151,,
ENSMUSG00000039738,Slx4,52864,,
ENSMUSG00000031847,1700030J22Rik,69528,Q8BHB7,
ENSMUSG00000034813,Grip1,74053,,
ENSMUSG00000021193,Pitrm1,69617,Q8K411,NP_660113
ENSMUSG00000046364,Rpl27a,26451,P14115,NP_036105
ENSMUSG00000075205,Olfr1037,259151,,NP_001011532
ENSMUSG00000072845,Tmprss11a,194597,Q3UQ41,NP_001028405
ENSMUSG00000036676,Tmtc3,237500,,NP_001103483
ENSMUSG00000021193,Pitrm1,69617,,
ENSMUSG00000067764,Xlr5c,27084,,
ENSMUSG00000067764,Xlr5c,27084,Q9JJR2,NP_113681
ENSMUSG00000036676,Tmtc3,237500,,NP_001028504
ENSMUSG00000095325,Zfp870,240066,,NP_997128
ENSMUSG00000046364,Rpl27a,26451,,
ENSMUSG00000039000,Ube3c,100763,Q80U95,NP_598668
ENSMUSG00000095325,Zfp870,240066,,
ENSMUSG00000031555,Adam9,11502,,NP_031430
ENSMUSG00000031555,Adam9,11502,,NP_001257925
ENSMUSG00000021193,Pitrm1,69617,,
ENSMUSG00000039000,Ube3c,100763,,
ENSMUSG00000110195,Pde2a,207728,,
ENSMUSG00000031555,Adam9,11502,,
ENSMUSG00000046678,Olfr981,258283,,
ENSMUSG00000095325,Zfp870,240066,,
ENSMUSG00000040809,Chil3,12655,O35744,NP_034022
ENSMUSG00000110195,Pde2a,207728,,NP_001137321
ENSMUSG00000110195,Pde2a,207728,,NP_001230687
ENSMUSG00000021193,Pitrm1,69617,,
ENSMUSG00000036676,Tmtc3,237500,,
ENSMUSG00000022842,Ece2,107522,B2RQR8,NP_647454
ENSMUSG00000040809,Chil3,12655,,
ENSMUSG00000110195,Pde2a,207728,,
ENSMUSG00000031555,Adam9,11502,,
ENSMUSG00000036676,Tmtc3,237500,,
ENSMUSG00000071745,DXBay18,574405,,NP_001020555
ENSMUSG00000046678,Olfr981,258283,,NP_666398
ENSMUSG00000031555,Adam9,11502,,
ENSMUSG00000021895,Arhgef3,71704,,NP_001276615
ENSMUSG00000031555,Adam9,11502,Q61072,
ENSMUSG00000021895,Arhgef3,71704,Q91X46,NP_082147
ENSMUSG00000063358,Mapk1,26413,P63085,
ENSMUSG00000067771,Gm14685,574404,,
ENSMUSG00000021895,Arhgef3,71704,Q91X46,NP_001276617
ENSMUSG00000021895,Arhgef3,71704,Q91X46,NP_001276616
ENSMUSG00000067771,Gm14685,574404,,NP_001020554
ENSMUSG00000022842,Ece2,107522,,
ENSMUSG00000034813,Grip1,74053,Q925T6,NP_083012
ENSMUSG00000049658,Bdp1,544971,Q571C7,NP_001074530
ENSMUSG00000022842,Ece2,107522,B2RQR8,NP_808811
ENSMUSG00000039738,Slx4,52864,Q6P1D7,NP_803423
ENSMUSG00000034813,Grip1,74053,Q925T6,NP_570961
ENSMUSG00000101391,Olfr1217,258903,,
ENSMUSG00000101391,Olfr1217,258903,,
ENSMUSG00000034813,Grip1,74053,,
ENSMUSG00000101391,Olfr1217,258903,,
ENSMUSG00000021785,Ngly1,59007,Q9JI78,NP_067479
ENSMUSG00000034813,Grip1,74053,,
ENSMUSG00000022842,Ece2,107522,,
ENSMUSG00000110195,Pde2a,207728,,NP_001008548
ENSMUSG00000101391,Olfr1217,258903,,NP_667112
ENSMUSG00000021785,Ngly1,59007,,
ENSMUSG00000049658,Bdp1,544971,,
ENSMUSG00000049658,Bdp1,544971,Q571C7,
ENSMUSG00000021785,Ngly1,59007,,NP_001349362
ENSMUSG00000039738,Slx4,52864,,
ENSMUSG00000021785,Ngly1,59007,,
ENSMUSG00000049010,Olfr982,258853,,NP_667065
ENSMUSG00000058147,Xlr3c,22446,,NP_035857
ENSMUSG00000039738,Slx4,52864,,
ENSMUSG00000039738,Slx4,52864,,
ENSMUSG00000039738,Slx4,52864,,
ENSMUSG00000034813,Grip1,74053,,
ENSMUSG00000063358,Mapk1,26413,P63085,NP_001344044
ENSMUSG00000063358,Mapk1,26413,P63085,NP_036079
ENSMUSG00000030653,Gm45837,207728,,NP_001230686
ENSMUSG00000115219,Eef1akmt4,110599566,P0DPE0,NP_079738
ENSMUSG00000034813,Grip1,74053,Q925T6,NP_001264224
ENSMUSG00000014198,Zfp385c,278304,A2A5E6,NP_808458
ENSMUSG00000034813,Grip1,74053,,
ENSMUSG00000115219,Eef1akmt4,110599566,,
ENSMUSG00000049658,Bdp1,544971,,
ENSMUSG00000034813,Grip1,74053,,
ENSMUSG00000014198,Zfp385c,278304,,
ENSMUSG00000014198,Zfp385c,278304,,
ENSMUSG00000063358,Mapk1,26413,P63085,NP_001033752
ENSMUSG00000037139,Myom3,242702,A2ABU4,NP_001078978
ENSMUSG00000073680,Tmem88b,320587,Q3TYP4,NP_001028566
ENSMUSG00000022401,Xpnpep3,321003,B7ZMP1,NP_001334004
ENSMUSG00000063358,Mapk1,26413,,
ENSMUSG00000025269,Apex2,77622,,
ENSMUSG00000078487,Ankrd65,242805,,
ENSMUSG00000078487,Ankrd65,242805,,
ENSMUSG00000063358,Mapk1,26413,,
ENSMUSG00000025269,Apex2,77622,Q68G58,
ENSMUSG00000025269,Apex2,77622,Q68G58,
ENSMUSG00000040464,Gtpbp10,207704,Q8K013,NP_694756
ENSMUSG00000040464,Gtpbp10,207704,,
ENSMUSG00000032563,Mrpl3,94062,,NP_001351442
ENSMUSG00000094164,Ighv2-3,,,
ENSMUSG00000040464,Gtpbp10,207704,,
ENSMUSG00000031487,Brf2,66653,,NP_079962
ENSMUSG00000037295,Ldlrap1,100017,Q8C142,NP_663529
ENSMUSG00000025269,Apex2,77622,,
ENSMUSG00000031487,Brf2,66653,,
ENSMUSG00000025269,Apex2,77622,,
ENSMUSG00000042870,Tom1,21968,O88746,NP_035752
ENSMUSG00000002748,Baz1b,22385,Q9Z277,NP_035844
ENSMUSG00000032563,Mrpl3,94062,Q99N95,NP_444389
ENSMUSG00000040464,Gtpbp10,207704,,
ENSMUSG00000040464,Gtpbp10,207704,,
ENSMUSG00000042870,Tom1,21968,,
ENSMUSG00000022401,Xpnpep3,321003,B7ZMP1,NP_796284
ENSMUSG00000042870,Tom1,21968,,
ENSMUSG00000031487,Brf2,66653,,
ENSMUSG00000042870,Tom1,21968,,
ENSMUSG00000025269,Apex2,77622,,
ENSMUSG00000032563,Mrpl3,94062,,
ENSMUSG00000040464,Gtpbp10,207704,,
ENSMUSG00000042870,Tom1,21968,,
ENSMUSG00000031487,Brf2,66653,,
ENSMUSG00000040464,Gtpbp10,207704,,
ENSMUSG00000025269,Apex2,77622,,NP_084219
ENSMUSG00000031487,Brf2,66653,,
ENSMUSG00000022401,Xpnpep3,321003,,
ENSMUSG00000032563,Mrpl3,94062,,
ENSMUSG00000032563,Mrpl3,94062,,
ENSMUSG00000017830,Dhx58,80861,Q99J87,NP_084426
ENSMUSG00000042870,Tom1,21968,,NP_001129731
ENSMUSG00000072479,Xlr5b,627081,,
ENSMUSG00000042870,Tom1,21968,,
ENSMUSG00000027457,Snph,241727,Q80U23,NP_001278005
ENSMUSG00000047108,Dnajb7,57755,Q9QYI8,NP_067292
ENSMUSG00000032563,Mrpl3,94062,,NP_001351441
ENSMUSG00000021070,Bdkrb2,12062,P32299,NP_033877
ENSMUSG00000072479,Xlr5b,627081,,NP_001104763
ENSMUSG00000032030,Cul5,75717,,
ENSMUSG00000036834,Plch1,269437,Q4KWH5,NP_899014
ENSMUSG00000072479,Xlr5b,627081,,
ENSMUSG00000036834,Plch1,269437,Q4KWH5,NP_001171203
ENSMUSG00000032565,Nudt16,75686,,
ENSMUSG00000051618,Ubqln3,244178,Q8C5U9,NP_941025
ENSMUSG00000079566,Spin2d,667379,,NP_001229931
ENSMUSG00000079566,Spin2d,100041594,,NP_001229931
ENSMUSG00000079566,Spin2d,100041642,,NP_001229931
ENSMUSG00000079566,Spin2d,100504429,,NP_001229931
ENSMUSG00000027457,Snph,241727,Q80U23,NP_937857
ENSMUSG00000036834,Plch1,269437,Q4KWH5,NP_001171204
ENSMUSG00000027457,Snph,241727,Q80U23,
ENSMUSG00000036834,Plch1,269437,,
ENSMUSG00000032565,Nudt16,75686,Q6P3D0,NP_083661
ENSMUSG00000030156,Cd69,12515,P37217,NP_001028294
ENSMUSG00000027457,Snph,241727,Q80U23,NP_001278006
ENSMUSG00000027457,Snph,241727,,
ENSMUSG00000030156,Cd69,12515,,
ENSMUSG00000040855,Reps2,194590,,NP_001277562
ENSMUSG00000027457,Snph,241727,,
ENSMUSG00000036834,Plch1,269437,,
ENSMUSG00000032565,Nudt16,75686,,
ENSMUSG00000032030,Cul5,75717,,NP_082083
ENSMUSG00000026688,Mgst3,66447,Q9CPU4,NP_079845
ENSMUSG00000030509,Asb7,117589,,
ENSMUSG00000036834,Plch1,269437,,
ENSMUSG00000027457,Snph,241727,,
ENSMUSG00000036834,Plch1,269437,,
ENSMUSG00000094951,Ighv5-6,,,
ENSMUSG00000040855,Reps2,194590,,NP_839987
ENSMUSG00000036834,Plch1,269437,,
ENSMUSG00000036834,Plch1,269437,,
ENSMUSG00000021279,Cdc42bpb,217866,Q7TT50,NP_898837
ENSMUSG00000032566,Nudt16l2,73532,,NP_082838
ENSMUSG00000036834,Plch1,269437,,
ENSMUSG00000062014,Gmfb,63985,Q9CQI3,NP_071306
ENSMUSG00000030509,Asb7,117589,Q91ZU0,NP_536691
ENSMUSG00000027433,Xrn2,24128,Q9DBR1,NP_036047
ENSMUSG00000021279,Cdc42bpb,217866,,
ENSMUSG00000062014,Gmfb,63985,,
ENSMUSG00000050876,Spata31d1a,72219,,
ENSMUSG00000032566,Nudt16l2,73532,,
ENSMUSG00000021279,Cdc42bpb,217866,,
ENSMUSG00000062014,Gmfb,63985,,
ENSMUSG00000032030,Cul5,75717,,
ENSMUSG00000017837,Nkiras2,71966,Q9CR56,
ENSMUSG00000002428,Hltf,20585,Q6PCN7,NP_001342026
ENSMUSG00000002428,Hltf,20585,Q6PCN7,NP_033236
ENSMUSG00000050876,Spata31d1a,72219,,NP_082433
ENSMUSG00000032030,Cul5,75717,,NP_001155090
ENSMUSG00000017837,Nkiras2,71966,Q9CR56,
ENSMUSG00000021279,Cdc42bpb,217866,,
ENSMUSG00000041347,Bdkrb1,12061,Q61125,
ENSMUSG00000050876,Spata31d1a,72219,,
ENSMUSG00000041347,Bdkrb1,12061,,
ENSMUSG00000041347,Bdkrb1,12061,Q61125,NP_031565
ENSMUSG00000050553,Gk2,14626,Q9WU65,NP_034424
ENSMUSG00000020776,Fbf1,217335,A2A870,NP_001351006
ENSMUSG00000020776,Fbf1,217335,A2A870,NP_001351007
ENSMUSG00000020776,Fbf1,217335,A2A870,NP_766159
ENSMUSG00000027171,Prrg4,228413,Q8BGN6,NP_848810
ENSMUSG00000017837,Nkiras2,71966,Q9CR56,NP_082300
ENSMUSG00000062014,Gmfb,63985,Q9CQI3,
ENSMUSG00000027171,Prrg4,228413,,
ENSMUSG00000002428,Hltf,20585,,
ENSMUSG00000025271,Pfkfb1,18639,,
ENSMUSG00000091311,Spata31d1b,238662,,NP_001161065
ENSMUSG00000017837,Nkiras2,71966,,
ENSMUSG00000040485,Lrrc52,240899,Q5M8M9,NP_001013400
ENSMUSG00000051278,Zgrf1,71643,,
ENSMUSG00000020776,Fbf1,217335,,
ENSMUSG00000051278,Zgrf1,71643,,
ENSMUSG00000051437,Ubqlnl,244179,Q14DL0,NP_941026
ENSMUSG00000020776,Fbf1,217335,,
ENSMUSG00000034424,Gcsh,68133,Q91WK5,NP_080848
ENSMUSG00000002428,Hltf,20585,,
ENSMUSG00000058328,Xlr5a,574438,,NP_001039004
ENSMUSG00000020776,Fbf1,217335,A2A870,NP_001351006
ENSMUSG00000046613,Vwa5b2,328643,Q3UR50,NP_872574
ENSMUSG00000058328,Xlr5a,574438,,
ENSMUSG00000031486,Adgra2,78560,,
ENSMUSG00000058328,Xlr5a,574438,,
ENSMUSG00000006782,Cnp,12799,P16330,NP_001139790
ENSMUSG00000006782,Cnp,12799,P16330,NP_034053
ENSMUSG00000058328,Xlr5a,574438,,
ENSMUSG00000051615,Rap2a,76108,Q80ZJ1,NP_083795
ENSMUSG00000046613,Vwa5b2,328643,,
ENSMUSG00000034518,Hmgxb4,70823,,NP_821136
ENSMUSG00000020782,Llgl2,217325,Q3TJ91,NP_663413
ENSMUSG00000046613,Vwa5b2,328643,,
ENSMUSG00000046613,Vwa5b2,328643,,
ENSMUSG00000046613,Vwa5b2,328643,,
ENSMUSG00000020782,Llgl2,217325,,
ENSMUSG00000078650,G6pc,14377,P35576,NP_032087
ENSMUSG00000020782,Llgl2,217325,,
ENSMUSG00000020782,Llgl2,217325,,
ENSMUSG00000020782,Llgl2,217325,,
ENSMUSG00000031486,Adgra2,78560,Q91ZV8,NP_473385
ENSMUSG00000034518,Hmgxb4,70823,,
ENSMUSG00000020782,Llgl2,217325,,
ENSMUSG00000034518,Hmgxb4,70823,,
ENSMUSG00000031486,Adgra2,78560,,
ENSMUSG00000020782,Llgl2,217325,,
ENSMUSG00000034518,Hmgxb4,70823,,NP_001303682
ENSMUSG00000034518,Hmgxb4,70823,,NP_001303683
ENSMUSG00000031486,Adgra2,78560,,
ENSMUSG00000051278,Zgrf1,71643,Q0VGT4,
ENSMUSG00000051278,Zgrf1,71643,Q0VGT4,
ENSMUSG00000020782,Llgl2,217325,,NP_001239461
ENSMUSG00000051278,Zgrf1,71643,,
ENSMUSG00000054141,Olfr24,18322,Q8VFM9,
ENSMUSG00000094619,Trav14d-3-dv8,,,
ENSMUSG00000054141,Olfr24,18322,Q8VFM9,NP_666817
ENSMUSG00000025271,Pfkfb1,18639,P70266,NP_032850
ENSMUSG00000051278,Zgrf1,71643,Q0VGT4,NP_932114
ENSMUSG00000046613,Vwa5b2,328643,,
ENSMUSG00000032393,Dpp8,74388,Q80YA7,NP_083182
ENSMUSG00000025271,Pfkfb1,18639,P70266,
ENSMUSG00000002342,Tmem161a,234371,,
ENSMUSG00000063015,Ccni,12453,Q9Z2V9,NP_059063
ENSMUSG00000032393,Dpp8,74388,Q80YA7,
ENSMUSG00000046613,Vwa5b2,328643,Q3UR50,NP_001138425
ENSMUSG00000030399,Ckm,12715,P07310,NP_031736
ENSMUSG00000063015,Ccni,12453,,
ENSMUSG00000022991,Lalba,16770,P29752,NP_034809
ENSMUSG00000030677,Kif22,110033,,
ENSMUSG00000030399,Ckm,12715,,
ENSMUSG00000031834,Pik3r2,18709,O08908,NP_032867
ENSMUSG00000063015,Ccni,12453,,
ENSMUSG00000031834,Pik3r2,18709,,
ENSMUSG00000044627,Swi5,72931,Q8K3D3,
ENSMUSG00000063015,Ccni,12453,,
ENSMUSG00000031834,Pik3r2,18709,,
ENSMUSG00000032393,Dpp8,74388,,
ENSMUSG00000024592,C330018D20Rik,77422,Q9CWB7,NP_084185
ENSMUSG00000024592,C330018D20Rik,77422,Q9CWB7,
ENSMUSG00000029066,Mrpl20,66448,Q9CQL4,NP_079846
ENSMUSG00000021933,Gucy1b2,239134,,NP_766398
ENSMUSG00000029066,Mrpl20,66448,,
ENSMUSG00000095736,Trav7n-4,,,
ENSMUSG00000074121,Ntf5,78405,Q80VU4,NP_937833
ENSMUSG00000029066,Mrpl20,66448,Q9CQL4,
ENSMUSG00000034416,Pkd1l2,76645,,
ENSMUSG00000029066,Mrpl20,66448,,
ENSMUSG00000049551,Fzd9,14371,Q9R216,NP_034376
ENSMUSG00000074121,Ntf5,78405,,
ENSMUSG00000030677,Kif22,110033,Q3V300,NP_663563
ENSMUSG00000021187,Tc2n,74413,Q91XT6,NP_001076445
ENSMUSG00000021933,Gucy1b2,239134,,NP_001191269
ENSMUSG00000034416,Pkd1l2,76645,,NP_083962
ENSMUSG00000021187,Tc2n,74413,Q91XT6,
ENSMUSG00000067996,Bpifb9b,433492,,NP_001020745
ENSMUSG00000021187,Tc2n,74413,,
ENSMUSG00000021187,Tc2n,74413,Q91XT6,NP_083200
ENSMUSG00000030677,Kif22,110033,,
ENSMUSG00000078116,Olfr828,258598,,
ENSMUSG00000078116,Olfr828,258598,,NP_666816
ENSMUSG00000054036,Olfr279,258502,,
ENSMUSG00000054036,Olfr279,258502,,
ENSMUSG00000054036,Olfr279,258502,,NP_001001807
ENSMUSG00000040899,Ccr6,12458,,
ENSMUSG00000055069,Rab39,270160,Q8BHD0,NP_780771
ENSMUSG00000020684,Rasl10b,276952,Q5SSG5,
ENSMUSG00000025147,Mob2,101513,Q8VI63,
ENSMUSG00000031731,Ap1g1,11765,,NP_033807
ENSMUSG00000028078,Dclk2,70762,Q6PGN3,
ENSMUSG00000025147,Mob2,101513,Q8VI63,NP_001334489
ENSMUSG00000032567,Aste1,66595,Q8BIR2,NP_079927
ENSMUSG00000022579,Gpihbp1,68453,,NP_001333968
ENSMUSG00000020684,Rasl10b,276952,,NP_001348496
ENSMUSG00000028078,Dclk2,70762,,
ENSMUSG00000001052,Sec24b,99683,,NP_997092
ENSMUSG00000031731,Ap1g1,11765,P22892,NP_001288140
ENSMUSG00000020684,Rasl10b,276952,Q5SSG5,NP_001348495
ENSMUSG00000020684,Rasl10b,276952,Q5SSG5,NP_001348497
ENSMUSG00000027680,Fxr1,14359,Q61584,NP_001106659
ENSMUSG00000014195,Dnajc7,56354,Q9QYI3,NP_062769
ENSMUSG00000028792,Ak2,11637,Q9WTP6,NP_001029138
ENSMUSG00000039810,Zc3h10,103284,Q8R205,NP_598764
ENSMUSG00000022579,Gpihbp1,68453,Q9D1N2,NP_081006
